UniProtID,UniRef50_Cluster
Q86Y79,"Q86Y79,A0A6D2WIG0,A0A2I3RMH2,A0A2R9CAZ9,A0A1D5QFI8,A0A8I5MVY6,A0AAJ7IJJ9,A0A2K6NWS7,A0A2K6K6S7,H2PTG4"
Q86YE8,"Q86YE8,Q86YE8-2,A0A2K5U254,F7HIL3,A0A2K6D0A2,G7NMW7,A0A2K5U1Z5,A0A2R9CF94,A0A8C9GWC2,A0A5S6RAF8"
Q86YH2,"Q86YH2,A0A0D9SEJ8,A0A8I5TNK2,A0A8I5TQ58,A0A6D2XXF6,A0A8D2E3R1,F7H7I5,A0A8J8YL85,H9FHV9,H9EYD6"
Q86YL5,"Q86YL5,A0A8C9HBP4,A0A2K5D499,A0A2J8TEQ1,A0A2K6P7C9,A0A2K5QUR1,K7CP73,A0A6D2YAL0,A0A2R9BIQ9,A0A6J3HB39"
Q86YN1,"Q86YN1,B0KWE9,B1MTH4,H2PTL9,H2QY06,A0A6D2Y784,A0A2R9BUU0,A0A2K6R3U2,G1S7B9,A0A287BKI5"
Q86YV6,"Q86YV6,A0AAJ7DJ45,A0A2K6LQ12,A0A8I5N9H7,A0A6J3FK25,A0A6J3FJP1,A0A8V8TMV3,A0A2K6TI59,A0A7N9CV31,A0A0D9R4C5"
Q8IUC0,"Q52LG2,Q8IUC0,H2P2W6,H2R3W8,A0A6D2XJH5,A0AAU9ZK62,A0A8B7A6F0,A0A8B7TMZ3,A0A8C0ZRL0,A0A5F8AIY2"
Q8IUE0,"Q8IUE0,A0A2K5YMH5,A0A2K6ATS3,A0A2K5KJ55,A0A2K6EL70,A0A2K6KQM8,A0A2K6R825,A0A2K6SNZ8"
Q8IUE1,"Q8IUE1,Q8MIE9,Q8MIB8,A1YGI6,Q8MIB7,Q8MIC2,Q8MID8,Q8MID6,Q8MID1,Q8MIE6"
Q8IUR0,"Q8IUR0,Q2NL13,G7PYX2,H0VZG6,A0A7J8ICW6,A0A6J2MTQ3,A0A2Y9L8F8,A0A8C6GSD2,A0A5E4DDZ1,A0A7J7UAS4"
Q8IUZ0,"Q8IUZ0,Q91YK0,G3RDK6,A0A3Q0DV54,A0A6D2WR23,H2Q9Q5,A0A2J8NQS9,A0A2J8NQR0,A0A2J8NQW1,A0A2J8NQP9"
Q8IV01,"Q8IV01,Q8NDM9,E9PNM5,A0A2J8QB68,A0A835ZNG6,A0A452FV24,A0AAD4TQ26,A0A8D0MZI8,A0A8C6G1V9,A0AAJ7JTV9"
Q8IV13,"Q8IV13,A0A2K6B7V9,A0A2K5N2T4,A0A2K6AE37,A0A2K6B7S9,A0A2K5N2W2,A0A2K6AE15,A0A2K6B7T5,A0A2K5HZ13,A0A8D2ET43"
Q8IVV2,"Q8IVV2,A0A8C8HBG1,A0A8C8H8M0,A0A8D2FZG9,A0A8C9AWV7,A0A8C3H2L4,A0AA47MWS3,A0A2U9BTH9,A0A8C0V7Y4,A0A8C0V951"
Q8IVW1,"Q8IVW1,A8K0M5,Q8IVW1-4,I3L3L1,A0A994J5X1,H2R040,A0A6D2XK87,I3L1A0,A0A994J5U5,Q7KZJ4"
Q8IW03,"Q8IW03,A0A8C8ZC10,A0A9B0TB70,A0A6J1ZSY6,A0A9W2V9J6,A0A2Y9DL00,A0A850Z5Z1,A0A7K4LSP1,A0A8K1GPS1,A0AAN7Q4R7"
Q8IW36,"Q8IW36,A0A2K5XGU5,A0A2I3SIE9,A0A2K5I3E1,G3S7Z5,A0A2R9CJS0,A0A2R9C9B5,G7NWK6,G7MFJ7,A0AAJ7M457"
Q8IW93,"Q8IW93,A0A2X0SFB1,A0A2K6FQX6,A0A0D9S8G7,F7BQ90,A0AAJ7M833,A0A2K6KPV6,A0A2K6DBT3,A0A8C5XW13,A0A7J8F5S1"
Q8IWB9,"Q8IWB9,Q7Z2T6,A0A7J7T8W6,G1RYI9,A0A8C9GXI0,A0A7J7U957,U3EWX5,G7NJ94,G7PV57,A0A8C2V4R5"
Q8IWF6,"Q8IWF6,Q8NEG7,A0A2J8P7S2,A0A8C9D1Q9,A0A6J1XQW1,A0A6P6H8C8,A0A9W2V7F8,G1R6P8,A0AAJ7IM32,A0A2K6QPD5"
Q8IWP9,"Q8IWP9,B4DUJ5,G3SB64,A0A2K5V3J1,A0AAX6P976,A0AAX6P890,G5AUD2,A0A811YE81,H2QTU0,A0A6D2XXZ9"
Q8IWR0,"Q8IWR0,I3L382,I3L3F9,I3L1Y3,A0A2J8L9S2,Q8IWR0-2,I3L3S2,A0A5N4CWY8,A0A212CZG1,A0A8C6B170"
Q8IWY8,"Q8IWY8,Q8IWY8-2,Q96AG1,A0A2K6B013,A0A2I2Y6B6,K7AQW1,G2HHY0,A0A2K5DXM9,G1QYG8,H2NN12"
Q8IX06,"Q8IX06,P48778,A0A8D8TYW1,A0A2I3T319,A0A2I3T9T0,A0A2I3TLX2,A0A2I3T4W1,A0A2I3SM52,A0A2I3TDF6,A0A2I3TFS4"
Q8IX18,"Q8IX18,Q6PE54,Q5XI69,Q5R864,K7B4G4,A0A803KIE8,A0A2I2YNH7,A0A8J8YFU9,A0AAJ7M4H8,U3EBQ1"
Q8IX29,"Q8IX29,A0A2J8N8G7,A0A2J8X5B5,E5RFF8,H2RDE6,A0A2J8N8F8,A0A4X1VAM7,A0A8D0RV77,A0A8D1LKP2,A0A8D0S6D5"
Q8IXS8,"Q8IXS8,Q5R977,Q8C729,H2QJ85,A0A6D2WZE8,A0A2R9C234,S7PP55,A0A286Y341,A0A8B8XUZ0,A0A8B8XUZ7"
Q8IXT1,"Q8IXT1,B4DMA1,A0A2I3FSC8,A8K8N4,H2Q4H6,A0A6D2XKV3,A0A2J8MBV8,A0A2J8MBT4,A0A2J8MBU2,G3R911"
Q8IXT2,"Q8CGW9,Q8IXT2,A0A6P5Q2K0,M0RDV0,D3ZH91,A6J915,A0A6I9M286,A0A6J0E332,A0A8C6GTM8,A0A833YQ28"
Q8IXY8,"Q8IXY8,Q9D6D8,H2QTI9,A0A6D2X7Z8,A0A2R9CH65,F7F5V4,A0A2K5NS43,A0A2K6D8W3,A0A6D2X0V1,A0A2I3RF40"
Q8IXZ3,"Q8IXZ3,Q8IXZ3-4,A0A6I8N1X5,H2RBQ2,A0A6D2W478,A0A2J8MEQ2,A0A9B0T6D4,A0A9B0T0C6,A0A2K5RE60,A0A287B976"
Q8IY67,"Q8IY67,A0A674HB66,A0A674HTA3,A0A6P6BVK8,G3TUE1,A0A8C3T8Q1,A0A452HKX2,A0A8C3T8P1,A0A5N4CKY6,L5L2H7"
Q8IYD9,"Q8IYD9,Q4R815,I7GY12,K7B3S1,H9YXL7,A0A2K6APC2,A0A2J8UEQ3,A0A8D2K7S9,K7DDJ0,A0A6D2XS47"
Q8IYK8,"Q8IYK8,Q8VEL9,Q9WTY2,A0A0S2Z647,A0A8C0RNG2,A0A8C0QX86,A0A8I3MK82,A0A8D1A7C5,A0A8D1QS57,A0A4X1V2N4"
Q8IYL2,"Q8IYL2,Q8IYL2-3,A0A5F8A7N8,A0A2K5UJQ7,H9F473,A0A2K6BJJ6,A0A096NZA5,A0A5F8A5I1,A0A2K5UJR5,A0A2K6BJI1"
Q8IYN2,"Q8IYN2,H2RF56,A0A6D2WB57,A0A2I3G2B7,A0A2I2Z5T6,A0A8C8ZCA7,A0A8C9DNW6,A0A2K6EIU9,A0A8C4MY04,F7BB97"
Q8IYS0,"Q8IYS0,Q5RC33,C9J7B8,Q8IYS0-2,F6TRC5,A0A2K5V5G3,G7NZT8,F6TRB7,A0A8J8YG93,A0A2K6BAV8"
Q8IYS4,"Q8IYS4,Q95JW1,K7ENX3,A0A2J8LAG3,K7EPW6,A0A2R9C6N9,H2QAI3,A0A6D2Y9A5,A0A2J8LAG2,G1RFQ0"
Q8IYT1,"Q8IYT1,Q95K21,A0A8D2ESY0,G7NUL6,G2HEQ4,A0A6D2Y1T5,A0A2R8ZHJ8,B2RCB4,A0A2K5KBN4,A0A5F8ABE2"
Q8IYU4,"Q8IYU4,Q14DL0,Q5XIP4,A0A669KBE4,A0A2J8P6S2,G3S655,A0A2U3XMR8,A0A2Y9GU19,A0A3Q7QVN6,A0A2U3WG03"
Q8IYW2,"Q8IYW2,A0A0D9QWE0,A0A2R9AX45,A0A2K6P6M3,A0A2K5HY22,A0A1W2PQB9,A0A2J8TAL3,A0A8B7FQ21,A0A8B7FPT9,A0A8B7FQC3"
Q8IYX0,"Q8IYX0,B4DX44,A0A2R9C5J9,A0A2I3GLK5,A0A2R9CG60,G3S6R3,A0A2R9CG65,A0AAJ7N1B8,A0A2K6KYX7,A0A0D9R9I4"
Q8IZ08,"Q8IZ08,A0AAJ7M8L2,A0A2K5KPA7,A0A8C9GC99,A0A2K5XVH8,A0A8D2F1S5,A0A2K5HCI8,A0A0D9SDI2,A0A6D2XK63,A0A6D2XSR4"
Q8IZ26,"Q8IZ26,A3KN32,A0A0C4DG42,A0A1U7TQI4,A0A1U7U2B9,A0A8C9ABY5,A0A2J8RHW4,H2PRI6,A0A2J8PXB6,A0A6D2WB00"
Q8IZ57,"Q8IZ57,A0A6D2WRD9,A0A6D2WY06,A0A2R9ALV1,A0A2J8JQ95,G1QMT6,G3S9H2,A0A2J8S4M7,A0A2J8JQ69,Q5VTS0"
Q8IZ73,"Q8IZ73,A0A8C9I052,A0A8D2E5D9,A0A6J3GGT1,G8F3P5,A0A2K5H9D9,A0A663DGR9,H2NMU7,U3DPB3,H2Q965"
Q8IZ83,"Q8IZ83,Q3T1L0,Q571I9,A6QR56,A0A2R9BJ68,A0A2I3S9Y2,A0A8I3W2Y4,A0A2I2YG60,A0A2R9BMU5,A0A2I3RW52"
Q8IZA3,"Q3HNG7,Q8IZA3,A0A6P5DRQ4,L8I552,A0A4W2IGC6,F7AFL2,A0A9L0I780,A0A9L0T3I9,A0A9L0JCE4,A0A8C7AQ44"
Q8IZJ0,"Q8IZJ0,Q4VK74,Q8CGK6,A0A7R8C362,A0A0D9QV76,A0A2K5Y1K9,G1RWL8,A0A7R8GV53,H2NYR6,A0A2J8SDE3"
Q8IZJ4,"Q8IZJ4,B5MCW5,H2QLC5,A0A6D2VZF2,Q3ZCN2,E7EPT8,G3QZ46,A0A2R9A4J8,A0A6D2VTH5,A0A2I3TGG7"
Q8IZM9,"Q8IZM9,A0A2K5MLP1,H9EYP2,A0A2K6QQ68,A0A2K5Y4Z2,A0A2K6MXT6,A0A2K5E1D8,A0A2K5MLN5,A0A2K5Y4Y8,H9Z5H9"
Q8IZP7,"Q9QYK4,Q8IZP7,Q149R8,A0A8B6YLE7,A0A6P3EST2,E1BJP5,A0A8B9YE05,A0A6P3GDT3,A0A8C6CSB5,A0A1U7QRP1"
Q8IZS5,"Q8IZS5,A0A2I3HMI3,A0A2R9CDC8,G1QI35,G3QUH8,H2PHW5,A0A2J8WMT4,A0A2J8WMS9,A0A2J8WMT0,G1TC20"
Q8IZS6,"Q8IZS6,F7H1G2,A0A2K5ICD2,H2QU24,A0A6D2X9X3,A0A2R9AIG3,A0A0D9RHG4,A0A8C9GQS2,A0A2K6S820,A0A8D2GDZ8"
Q8IZS7,"Q8IZS7,H2Q5E3,A0A5S6RAM0,A0A2R8ZL20,G3QDE0,A0A2J8QQW0"
Q8IZS8,"Q9Z1L5,Q8IZS8,Q8CFG5,A0A411ACY3,A6KG58,A6KG59,A0A9Q9WTP4,A0A7K7VV48,A0AAV1ETW3,A0A6P8WWU3"
Q8IZT9,"Q8IZT9,A0A096N706,A0A2K5J5P1,A0A2K6BSG5,G7NS31,A0A2K5XH97,A0A2K5MRT5,A0A2K6P382,A0A8C9IFV3"
Q8IZU8,"Q8IZU8,Q0VBN2,G5BDV6,H2RB09,A0A6D2WSJ9,Q6J9G8,Q6J9G9,A0A8C9IEN5,A0A2K5BYB8,A0A8J8YMF9"
Q8IZV2,"Q8IZV2,A0A8C4LEJ2,A0A9B0T626,A0A2Y9KU29,A0A8C3X8E3,H2QM86,A0A8J8XTE8,A0A1D5R690,A0A2K5M248,A0A096NEK4"
Q8N0T1,"Q8N0T1,A8YXZ5,A0A6D2WUY0,A0A2J8LPA5,A0A2R9C3M1,G3S9C3,A0A8I3X1B2,F6QBE9,A0A2I3HG03,A0A6J3HLI6"
Q8N0U2,"Q8N0U2,A0AAQ5BIH8,H2N798,A0A2K5HPD8,A0A8I5N6E4,A0A2K5TQR3,G3R2A7,G1RWW2,A0A2J8NHY0,A0A8C9HL15"
Q8N0Y7,"Q8N0Y7,Q8MKE8,O00228,A0A2J8KK29,L9JF16,Q2VIN4,A0A8D2FXC1,A0A2K5F9J4,A0A8C2UY47,A0A2K6BFG6"
Q8N0Z8,"Q8N0Z8,Q8N0Z8-2,J3KTG4,F7GAE4,A0A2K5IYU3,A0AAJ7N1J4,A0A2K6LQY0,A0A0D9S8Y7,A0A096N5L6,A0A8C9LMD2"
Q8N103,"Q8N103,Q8N103-2,A0A2K5CR93,A0A6J3FUU3,F6PUL3,G7MQZ4,G3QPM6,A0A0D9RJQ9,A0A2K6U8B8,A0A2R9BYD6"
Q8N109,"Q14954,Q8N109,Q8NHK3,A0A7D4Y6C7,A0A0G2JNJ6,B1N8M6,A0A0G2JQ47,A0A1B5BA04,E7BWS0,C6ZNL3"
Q8N111,"Q9JKC6,Q5FVI4,Q8N111,A0A8C6N3J9,A0A8C5JYQ1,A0A1U7Q2X5,B7X6I3,G3I3G9,A0A6P5QBY0,A0AAU9ZNV9"
Q8N112,"Q8N112,G3QVX2,A0A2K5Q0W4,A0A6J3ITR0,A0A6J3IUQ0,H2QMN5,A0A6D2XZS9,A0A2R8ZZV8,H2PAP3,A0A2K6U8D4"
Q8N118,"Q8N118,Q8N118-3,A0A2K5Y766,A0A2R9B681,A0A2K5MVB1,A0A2K5MUV9,A0A2K5MVB5,H2N7H7,A0A2K5JE73,A0A0D9S7D1"
Q8N128,"Q8N128,Q8N128-2,G3V583,G3V3Z5,H2NL08,A0A2J8TI85,A0A2J8TI66,A0A2K5CIK1,A0A2K6V202,A0A2K6V1V0"
Q8N143,"Q8N143,A0A2R9AZC2,G3R2U8,A0A8B7HAG4,A0A8B7H7X2,A0A8B7HAH0,A0A2J8KQ19,A0A8D1I0R6,A0A8D1UXF3,A0A8D1LCN1"
Q8N165,"Q8N165,Q6NU47,Q6NU98,A0A2K6B531,A0A2J8SIK0,F7I2V6,A0A6D2XRL6,H2PYD4,G7MHQ8,A0A6J3JR03"
Q8N184,"Q8N184,A0A6J3FIR6,A0A6J3FIS1,A0AAJ7I8V4,A0AAJ7MU13,A0AAJ7I8Z8,A0A2K6LWB1,A0A0A0MU96,A0A8D2EQS7,A0A6J3FHL1"
Q8N1D0,"Q8N1D0,Q8N1D0-2,A0A2I2ZC04,G1RJ72,H2NCH4,H2RF41,A0A6D2WWY9,A0A2J8JUY6,A0A2R9AUE0,A0A2K5IPN7"
Q8N1G4,"Q8N1G4,F7IM18,A0A096N6G3,A0A2K5TL57,F7GCY4,A0A2K6DT19,A0A5F7ZWH2,A0A2K5LB27,A0A2K6JYU8,A0A6J3GJA2"
Q8N1S5,"Q8BWY7,Q8N1S5,Q2YDD4,B1ARC3,B1ARC4,B1ARC5,Q8BWY7-2,A0A8C6MTW3,A0A8C6GX26,A0A8C6GXI4"
Q8N292,"Q8N292,D6RA63,D6RBK7,A0A8D2FAN1,A0A2R8PF50,A0A6D2Y5V9,A0A2J8KL07,A0A2R8ZRA1,A0A2J8KKY5,A0A2J8KL14"
Q8N2H3,"Q8N2H3,Q5RAP5,G3QJ84,A0A2R9B0R6,H2Q2E1,A0A6D2W992,H2NB85,A0AAJ7HVE5,A0A8B6HI45,A0A8B6HIQ6"
Q8N365,"Q8N365,Q5TB12,A0A1B0GX20,Q5TB14,Q5TB13,G7NTS8,A0A8C9I8L3,A0A2K5DWY3,A0A8D2F779,A0A2K5LVH5"
Q8N3D4,"Q8N3D4,H2NCV4,G3R7X4,A0A6D2W7L2,H2Q436,A0A8C9I1R6,A0A2J8TZG5,A0A2J8QBY6,A0A2J8QBY3,G1R142"
Q8N3J9,"Q8N3J9,Q60493,Q4VA44,Q5RAM9,A0A6P7CZX6,A0AAJ7P3D3,A0AAD4U0E7,A0A8U0RRD1,A0A2Y9KHC4,A0A6J1Y548"
Q8N3X1,"Q8N3X1,A0A8B8TQM8,A0A8C9DRL2,M3XXK1,A0A7J8GYX2,A0A2I3H7Z8,A0A6J2AEW1,A0A8C5UYX5,A0A2Y9RVH7,M3WJI0"
Q8N3X6,"Q3U285,Q8N3X6,A0A8C6IGV3,Q3U285-2,A0A6P5PUD4,A0A6P5PMX7,A0A8C6IDA7,A0A7F8QKC1,A0AAA9S8R5,A0A6J2L1G9"
Q8N436,"Q8N436,A0A452F964,A0AAJ6SDF8,A0A4W2ICQ3,A0A4W2GMC7,A0A4W2GKB3,A0A8B8TWC8,A0A8B8TXD5,A0A8D1FKS2,A0A8D0NE71"
Q8N442,"Q8N442,A6QLJ3,F7H645,A0A2I3NHJ0,A0A2K5UMU6,A0A8I5R106,A0A5F8AUK8,A0A7N9CB49,A0A096MY30,A0A8I5NAU5"
Q8N461,"Q8N461,A2RT62,Q5MJ12,A0A8C6F150,A0A8C0I484,A0A4U1FNW9,A0A8C9BUI8,A0A2Y9Q3W7,A0A6J3Q100,A0A7J7FLV3"
Q8N475,"Q5STE3,Q8BFR2,Q8N475,A0A8C2MWU1,A0A6I9LVS4,A0A6P5QH56,A0A8I5ZYD0,A0A1U8BUM3,A0A9J7KBF0,A6HEB5"
Q8N4G2,"Q8N4G2,A0A8C9HED6,A0A6D2XDX8,A0A2I3RKY3,A0A2R8ZGM7,A0A6J3GIB8,H2PBW4,A0A2I3HBL2,A0A2I2ZPU2,A0AAJ7DEI6"
Q8N4H5,"O96008,Q15388,A6H7B1,Q96B49,Q8N4H5,A8YXZ8,Q5R676,Q5RA31,Q9P0U1,Q9NS69"
Q8N4P2,"Q8N4P2,Q86WT1,A2VE45,A6H739,A0A2Y9IAC0,A0A6P3EYQ5,A0A8C2VST1,A0A8B7SAE5,A0A8C5UQF7,H2QJ18"
Q8N4Q0,"Q8N4Q0,Q8N4Q0-2,J3QQQ7,J3KTQ8,A0A0D9S058,A0A096NH16,A0A8D2JX57,A0A2K5LVJ7,H9H3R3,H9EWL2"
Q8N4T4,"Q8N4T4,A0A2X0SFC2,A0A2K6MQ83,A0AAJ7GMC9,A0A2K6Q274,A0A8C8YY11,A0A8D2EPR0,A0A2I2YR58,F7HL50,A0A2K5ZGV6"
Q8N4U5,"Q8N4U5,A7Z033,F8W0R5,F8VRQ3,F8W1M6,A0A8B7GXG4,A0A8B7GZ75,G7PJE6,G7N5D1,A0A2K5VXV9"
Q8N5C1,"Q8N5C1,A0A096N251,A0A7N9CK87,G7MQP0,G7P3L6,A0AAJ7GIC3,A0A2K6NXM8,A0A2K6K851,F7IPZ5,A0A2U3XSB4"
Q8N5C7,"Q8N5C7,Q5RCQ0,Q6AYF5,A0A6D2WTM5,H2Q9E5,A0A2R9BJ82,A0A2K6S356,A0A6J3JFV8,A0A2K5LVX0,A0A8D2EXF5"
Q8N5I3,"Q8N5I3,G3QGY1,A0A2J8VS87,A0A2K6MZY5,A0A2K6Q7V3,A0AAJ7MGN1,A0A2K5HRD1,A0A6D2W3C5,H2Q7K9,A0A2R8Z945"
Q8N5L8,"Q8N5L8,F7HC44,A0A8D2JZ93,A0A2I3MXB3,A0A5S6R8Q5,H2QX66,H9Z5E3,A0A6D2XV22,A0A2K6N9C2,A0A2K5L2X9"
Q8N5M4,"Q8N5M4,Q9BGT1,A4IFF3,A0AAJ7MKI6,E9PKV8,A0A2J8TY16,A0A2J8LDQ5,A0A6D2W8P6,H2R5C1,F7CM49"
Q8N5N7,"Q8N5N7,Q5REH5,Q5ZLC1,G3SHW3,A0A2I2ZN44,H2QXL6,A0A6D2WWW1,H2PSX0,A0A5F8A6B7,A0A2K5N6A5"
Q8N5R6,"Q8N5R6,Q3ULW6,Q8N5R6-2,A0A0D9RNU6,A0A1B0GV97,G7MY62,G7P936,A0A8I6GE34,A6J4Z0,A0A8I6A2F1"
Q8N5S1,"Q8N5S1,A0A2K5MDS0,A0A2K5YS32,G7PYU5,A0A0D9RB70,A0A8D2FPQ8,A0A2K6BT18,H2NX82,A0A2J8R6E7,A0A6D2VYI8"
Q8N628,"Q8N628,H2N367,A0A2J8RJU9,A0A8I5NP25,A0A7N9CSV5,A0A1D5RB56,A0AAJ7N1B4,A0AAJ7N1B5,G7MFJ2,A0A2R8Z9V4"
Q8N690,"Q8N690,A4H228,A4H226,A4H225,A4H227,Q5J602,Q30KK8,Q30KT5,A0AAJ7H1C0,A0A2K6RLY7"
Q8N699,"Q8N699,Q8R411,D6Q1S4,A0A2K5DLU3,A0A2K5LTT1,F6QKJ5,A0A7N9DB68,A0A2K6E5B3,A0A8D2G3X5,A0A0D9RM55"
Q8N6D5,"Q8N6D5,A0A2Y9G0T5,A0A9L0K087,A0A8C6R897,A0A8C5ZBR2,A0A8D2KI20,A0A8C7BML3,G1M5L2,H0VAH6,A0A8C9Q8P5"
Q8N6S5,"Q8N6S5,A0A8D2JYJ8,A0A8C9LU87,A0A0D9RTX4,A0AAJ7H340,A0A2K6LZY3,A0A2K6RGR1,A0A5F8ACS0,A0A2K5WR26,A0A2K6DJA0"
Q8N6T0,"Q8N6T0,E9PMI8,A0A2U3TZP7,Q8N6T0-4,Q8N6T0-1,A0A2R8Y5A2,A0A2Y9JPI8,A0A8U0RA13,A0A8U0RAH8,A0A8U0RF22"
Q8N6Y1,"Q8N6Y1,Q8BIZ0,B3KSZ7,A0A3Q7UGV4,A0A1S3GMD7,A0A8U0RYA3,G1PDP8,A0A5E4D6S8,A0A2K5ZB80,A0A8C7ELX3"
Q8N729,"Q8N729,H3BT17,A0A8C3YUP9,A0A8M1M2C3,A0A2U3Y6M5,A0A2Y9H334,A0A8C1A092,A0A8C9B0Z6,A0A8M1G9W9,G1MH45"
Q8N7A1,"Q8N7A1,A0A3Q1N5K3,A0A4W2GRX0,A0A6P5CGX8,A0A4W2EDX0,A0A4X1SJ85,A0A286ZYK3,A0A9V1FS63,A0A6J1ZXZ4,A0A6J1ZVK9"
Q8N7B1,"Q5SQP1,E2QXH7,Q8N7B1,A0A0G2JU34,A0A8C6G8T6,A0A834DKS4,A0A834DFL5,A0A833YVM9,A0A6J2N4H6,A0A833YTC2"
Q8N7B9,"Q8N7B9,Q8N7B9-2,H2QDL9,A0A6D2W4X6,G3S7N2,E5RHB1,E5RJB7,G3QRR3,F6SMM6,A0A2K5UBQ4"
Q8N7K0,"Q8N7K0,C9JQA6,A0A2R9CTM4,F8W0C9,Q8N7K0-2,F8W652,F8VTV7,G1RQ53,A0A671EMQ7,L8I9L4"
Q8N7M2,"Q8N7M2,Q95K52,A0A2J8RTB8,H2NYU3,A0A2J8RTC8,A0A2J8RTH0,H2R271,A0A8I5NDL4,A0A2K5U5A5,H9FDQ5"
Q8N7P3,"Q8N7P3,A0A2R9AX02,A0A6D2YAQ3,H2QQH3,G3RZ65,H2QQH4,A0A6D2W9Q4,G7P6L7,A0A833YRS6,A0A6J2MVV8"
Q8N7R7,"Q8N7R7,Q08CI4,K7CJ94,A0A6D2W3F0,A0A2R9B0L8,H9FQF4,U3D9A7,A0A6D2VUN3,A0A2J8N5W2,G1R667"
Q8N801,"Q8N801,A0A096NW29,A0A8D2EBD6,A0A2R9A2W3,A0A2K5ZQA2,A0A2K5ULU5,A0A2K5HAZ3,A0A2K6PMD9,A0A2K5LYE7,A0A2K6EAJ2"
Q8N806,"Q8N806,H2Q8U0,A0A2R9AZ72,F6QJ58,A0A455BWI1,A0A643CCW9,A0A8C3WTL8,A0A0D9RFM9,A0A9L0RVF8,A0A8B6YEU5"
Q8N819,"Q8N819,Q8BGL1,Q8N819-3,A0A1D5QVX2,A0A2K5N0Q9,A0A2K5XIN0,A0A2K5JDR5,A0A8C9LZ65,G1QP08,G3QCS8"
Q8N823,"Q8N823,Q6ZN06,Q5RER9,Q5VIY5,A6NHJ4,A0A1W2PQH1,Q8N823-2,M0QYR0,A0A2J8Q7C7,A0A2J8Q796"
Q8N831,"Q8N831,Q0P5N2,A0A140VJY4,A0A0D9RN00,A0A8I5R062,G7NA25,F6UFQ6,A0A7N9CTC8,G7PM76,I0FRM1"
Q8N859,"Q8N859,A0A8I5JYA4,A0A2I3GJM0,A0A2K5YCK7,A0A2I3SJP3,A0A6D2WQ31,A0A2R8ZYY6,A0A8I3B0J0,K7CEQ7,K7BWY3"
Q8N883,"Q8N883,Q5RCJ2,Q95K49,M0QYG4,A0A2J8U9M2,A0A2J8Q704,A0A2K5YHA9,H9F8Q8,A0A2K6BG91,A0A2K6TQ20"
Q8N8A2,"Q8N8A2,A0A6J1YYS0,A0A4X1VEL9,A0A384BSG7,A0A8C5VP74,A0A2K6DYB1,A0A7E6DJ52,A0A8C6S2T2,A0A7J7YGF2,A0A8B7H7C3"
Q8N8A6,"Q8N8A6,Q6P9R1,A0A2R9A2P4,A0A5F8A5B0,A0A5F7Z7D2,A0A0D9S5M5,F1T0L5,A0A2K6BYN8,A0A2K5UU65,A0A8D2GIT9"
Q8N8E3,"Q8N8E3,J3QQV3,A0A8I5TVG6,A0A8I5UHY0,A0A2J8V019,H2NUH4,A0A8I5TPZ5,A0A6J3EXU5,A0A6J3EX11,A0A6J3EXL5"
Q8N8F6,"Q8N8F6,A0A6J3HIN4,A0A2K6R557,A0A2K6ULU2,A0A2K5ESB3,A0A2K6LNI4,F7IMT4,A0A2J8TIU8,A0A8C9I4X3,A0A2K6CQC7"
Q8N8G2,"Q8N8G2,A0AA41T4C0,A0AAJ7GY94,A0A6J3HL88,A0A2K5N032,A0A8D2JVV9,A0A2J8R2Z9,A0A2K5QWX4,A0A6J3HLH8,F7CMW3"
Q8N8J6,"O94892,Q8N8J6,Q5R4K8,M0R0E2,M0R0H8,M0R258,A0A2J8Q715,A0A2I3HRZ8,A0A6D2WU32,A0A2J8U9K6"
Q8N8K9,"Q8N8K9,Q8C4P0,A0A8C2PMR7,A0A2K5HEP7,A0A2K6QPN4,A0A8C9I848,A0A4X1V5C8,F1SNA7,M3Y8L9,A0A834UQB3"
Q8N8L2,"Q8N8L2,Q0D2J5,C9IYV0,G3S8G5,B4DMI8,A0A2J8RYM5,A0A2J8LVP6,A0A0D9RXM4,A0A7J8BW61,A0A7J8BWX5"
Q8N8Q9,"Q8N8Q9,Q5R7Q3,Q3SWX0,Q9JJC8,A0A2J8R7N4,L5MH87,G1NVE4,A0A7J7R4G8,A0A7J7R421,A0A7J7R437"
Q8N8R5,"Q8N8R5,Q9D9H8,H2QJ77,A0A6D2XMJ2,G3QSA0,A0A2R9B941,K7ETZ1,A0A5E4CA54,A0A8D2KKJ3,A0AA41MLZ9"
Q8N8Y5,"Q8N8Y5,Q69YS5,H0XHR1,A0A6J2C774"
Q8N8Z8,"Q8N8Z8,Q8N8Z8-2,A0A2I3N1J4,A0A8I5NKZ8,A0A5F7ZXU6,A0A5F7ZFX3,A0A5F7ZPJ3,H9F108,H9FH18,H9F2J6"
Q8N907,"Q8N907,A0A2K5X611,A0A2K6DHT4,A0A2K6PM55,A0A0D9R2G4,A0A2K5HLH9,A0A2K5ZPA8,A0A6D2W2E1,H2QFI1,G1RR80"
Q8N954,"Q8N954,Q2KI19,A0A6Q8JGY2,A0A6I8PRS5,A0A7J8E2A0,A0A7J8E1X2,A0A8D0PTJ7,F1S4P2,A0A4X1T1R0,A0A8D1HTZ5"
Q8N988,"Q96NG5,Q8N988,Q96NG5-2,A0A8C5VX72,A0A8B7I6P4,A0A0D9R661,A0A2K5JRJ1,A0A2R9BBF3,U3EXP8,G7NNB2"
